Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
1,25,179.0,83.0,4.0,84.0,38.9,10.0
0,26,185.0,76.0,23.0,97.0,40.7,113.0
1,24,166.0,70.0,9.0,91.0,39.6,29.0
1,72,183.0,89.0,5.0,79.0,39.0,21.0
0,59,177.0,78.0,19.0,97.0,40.1,104.0
1,46,195.0,93.0,17.0,103.0,40.4,112.0
1,53,173.0,77.0,11.0,90.0,39.7,51.0
1,29,186.0,87.0,23.0,104.0,40.6,133.0
1,40,189.0,92.0,26.0,116.0,40.9,214.0
0,32,155.0,56.0,27.0,107.0,40.4,172.0
0,48,176.0,76.0,21.0,92.0,40.3,100.0
0,69,170.0,65.0,10.0,91.0,39.6,52.0
0,21,158.0,58.0,11.0,88.0,40.0,45.0
0,43,150.0,54.0,23.0,106.0,40.7,149.0
0,49,168.0,63.0,22.0,96.0,40.7,119.0
1,63,184.0,91.0,18.0,98.0,40.6,119.0
1,54,199.0,97.0,11.0,96.0,39.9,66.0
1,54,187.0,85.0,26.0,96.0,40.7,149.0
1,56,167.0,71.0,15.0,95.0,39.9,81.0
1,50,181.0,86.0,4.0,87.0,38.9,17.0
0,24,150.0,53.0,4.0,87.0,38.8,16.0
1,38,206.0,111.0,16.0,97.0,40.4,91.0
0,26,167.0,69.0,16.0,98.0,40.2,82.0
1,28,182.0,87.0,29.0,104.0,40.8,167.0
0,54,138.0,41.0,30.0,113.0,41.1,228.0
0,27,147.0,52.0,13.0,87.0,39.9,54.0
1,67,176.0,78.0,27.0,101.0,40.8,188.0
0,27,160.0,56.0,18.0,111.0,40.4,121.0
0,74,171.0,74.0,1.0,83.0,37.8,4.0
1,38,171.0,72.0,30.0,111.0,40.9,209.0
0,30,168.0,64.0,4.0,90.0,39.0,18.0
0,67,167.0,70.0,14.0,93.0,39.9,74.0
1,35,192.0,94.0,20.0,105.0,40.5,128.0
1,34,194.0,98.0,7.0,84.0,39.2,23.0
0,26,163.0,65.0,14.0,92.0,40.2,63.0
1,23,187.0,87.0,16.0,92.0,40.4,59.0
1,56,185.0,90.0,25.0,105.0,40.5,183.0
0,69,160.0,60.0,24.0,104.0,40.9,159.0
1,53,183.0,85.0,24.0,105.0,40.8,169.0
0,36,163.0,59.0,4.0,83.0,38.9,15.0
1,75,168.0,65.0,10.0,84.0,39.6,45.0
0,22,167.0,64.0,13.0,93.0,39.8,59.0
0,69,175.0,68.0,15.0,98.0,40.0,88.0
1,20,182.0,86.0,4.0,86.0,38.6,10.0
0,63,161.0,57.0,2.0,86.0,38.7,9.0
0,23,173.0,69.0,24.0,105.0,40.8,139.0
1,44,183.0,87.0,27.0,104.0,40.7,176.0
0,36,168.0,69.0,13.0,101.0,39.9,73.0
1,63,193.0,99.0,7.0,87.0,39.7,36.0
1,78,209.0,112.0,4.0,85.0,38.6,23.0
0,52,157.0,59.0,29.0,111.0,40.8,206.0
0,57,161.0,61.0,23.0,102.0,40.5,143.0
0,65,160.0,60.0,1.0,79.0,37.9,4.0
0,27,160.0,58.0,8.0,86.0,39.5,32.0
1,60,175.0,83.0,5.0,87.0,39.4,23.0
1,69,190.0,96.0,4.0,93.0,38.8,25.0
0,21,174.0,65.0,20.0,110.0,40.7,127.0
1,28,185.0,86.0,23.0,107.0,40.5,142.0
0,22,171.0,63.0,28.0,107.0,40.8,170.0
0,75,169.0,66.0,29.0,102.0,40.8,187.0
1,22,181.0,81.0,28.0,111.0,40.8,179.0
0,27,157.0,54.0,10.0,92.0,40.2,47.0
0,26,170.0,73.0,10.0,85.0,39.9,37.0
0,25,185.0,83.0,16.0,105.0,40.3,90.0
0,52,157.0,56.0,26.0,110.0,40.8,183.0
0,46,169.0,67.0,8.0,84.0,39.8,32.0
1,43,184.0,87.0,23.0,106.0,40.6,156.0
0,30,164.0,61.0,4.0,86.0,39.0,16.0
1,62,191.0,94.0,17.0,96.0,39.9,108.0
1,36,179.0,77.0,23.0,110.0,40.7,157.0
0,31,170.0,67.0,22.0,108.0,40.6,139.0
1,21,178.0,83.0,7.0,91.0,39.3,24.0
0,61,175.0,78.0,8.0,82.0,39.4,31.0
0,28,160.0,53.0,15.0,105.0,39.9,92.0
0,30,164.0,66.0,1.0,67.0,38.1,2.0
1,70,189.0,87.0,12.0,88.0,40.3,64.0
1,66,176.0,81.0,8.0,89.0,39.9,41.0
0,51,173.0,72.0,29.0,107.0,41.1,188.0
0,20,132.0,41.0,5.0,85.0,39.3,20.0
1,26,171.0,67.0,18.0,93.0,40.7,64.0
0,24,169.0,65.0,8.0,95.0,39.5,38.0
1,62,203.0,108.0,3.0,86.0,38.2,15.0
1,37,192.0,97.0,27.0,103.0,40.7,169.0
0,28,155.0,53.0,26.0,107.0,40.9,165.0
1,22,174.0,76.0,15.0,93.0,40.6,53.0
0,30,170.0,65.0,5.0,75.0,39.3,14.0
1,37,195.0,102.0,1.0,76.0,37.7,2.0
0,52,165.0,68.0,12.0,91.0,40.2,58.0
1,45,195.0,100.0,8.0,99.0,39.7,49.0
0,73,152.0,52.0,19.0,98.0,40.4,117.0
0,38,178.0,77.0,14.0,82.0,40.5,49.0
1,75,184.0,89.0,22.0,97.0,40.7,154.0
1,40,199.0,96.0,19.0,92.0,40.5,89.0
0,27,164.0,63.0,22.0,102.0,40.9,124.0
1,56,185.0,93.0,5.0,81.0,39.0,19.0
0,35,177.0,71.0,8.0,95.0,39.7,39.0
0,21,160.0,55.0,3.0,81.0,38.7,10.0
0,23,169.0,73.0,15.0,86.0,39.9,56.0
0,24,167.0,63.0,24.0,97.0,40.6,121.0
0,40,181.0,79.0,20.0,97.0,40.5,102.0
0,28,172.0,63.0,1.0,81.0,37.7,3.0
0,39,164.0,61.0,17.0,95.0,40.4,87.0
0,34,159.0,63.0,8.0,96.0,39.7,41.0
0,63,159.0,59.0,29.0,106.0,40.8,196.0
1,38,185.0,88.0,23.0,108.0,40.3,158.0
1,59,176.0,80.0,7.0,89.0,39.4,34.0
0,22,144.0,46.0,22.0,99.0,40.7,120.0
1,25,171.0,75.0,28.0,102.0,40.8,141.0
1,38,169.0,78.0,6.0,97.0,39.5,30.0
0,30,170.0,67.0,14.0,94.0,40.2,67.0
1,57,209.0,120.0,26.0,105.0,41.0,208.0
0,48,156.0,54.0,23.0,106.0,40.4,151.0
0,45,160.0,61.0,13.0,102.0,40.1,78.0
1,77,202.0,103.0,17.0,92.0,40.1,113.0
0,42,161.0,64.0,2.0,85.0,38.2,8.0
0,23,156.0,55.0,14.0,86.0,40.3,56.0
0,37,160.0,59.0,9.0,95.0,39.9,46.0
0,22,169.0,67.0,8.0,90.0,39.3,34.0
1,36,182.0,82.0,8.0,90.0,39.5,31.0
0,21,187.0,81.0,16.0,89.0,40.2,62.0
0,62,178.0,73.0,8.0,84.0,39.6,34.0
0,41,164.0,60.0,11.0,91.0,39.8,52.0
0,57,167.0,63.0,21.0,100.0,40.5,125.0
0,31,157.0,57.0,10.0,95.0,40.0,50.0
0,35,155.0,54.0,17.0,101.0,40.4,99.0
0,54,185.0,78.0,13.0,93.0,40.0,64.0
0,37,164.0,67.0,19.0,89.0,40.1,83.0
1,38,191.0,87.0,3.0,82.0,38.7,9.0
0,26,165.0,60.0,17.0,95.0,40.4,84.0
0,78,159.0,59.0,8.0,88.0,39.8,41.0
0,62,161.0,57.0,27.0,98.0,40.6,160.0
0,21,152.0,50.0,1.0,86.0,37.3,4.0
1,77,183.0,84.0,9.0,88.0,39.9,51.0
0,28,162.0,61.0,12.0,92.0,39.9,55.0
1,20,170.0,72.0,29.0,113.0,40.9,185.0
1,45,187.0,89.0,8.0,82.0,39.6,26.0
0,35,170.0,64.0,24.0,102.0,40.6,138.0
1,49,188.0,85.0,22.0,106.0,40.8,154.0
0,75,148.0,51.0,30.0,104.0,40.9,206.0
0,58,151.0,55.0,24.0,104.0,40.3,156.0
0,44,158.0,54.0,12.0,100.0,40.1,70.0
1,53,181.0,79.0,15.0,98.0,40.2,88.0
0,35,166.0,63.0,13.0,101.0,39.8,74.0
0,32,158.0,60.0,17.0,105.0,40.0,104.0
0,21,160.0,56.0,11.0,84.0,39.9,41.0
0,70,178.0,81.0,8.0,93.0,39.5,42.0
1,78,179.0,80.0,21.0,100.0,40.5,155.0
0,37,167.0,67.0,26.0,108.0,40.7,166.0
1,20,179.0,78.0,15.0,88.0,40.3,41.0
0,23,157.0,54.0,30.0,112.0,40.9,203.0
1,46,176.0,83.0,16.0,98.0,39.9,90.0
0,22,161.0,63.0,1.0,73.0,37.5,2.0
1,54,183.0,83.0,14.0,101.0,40.2,90.0
1,22,196.0,97.0,14.0,94.0,40.0,58.0
0,35,151.0,57.0,21.0,99.0,40.4,116.0
0,46,162.0,66.0,7.0,92.0,39.4,34.0
1,22,191.0,93.0,14.0,98.0,40.2,65.0
0,65,158.0,58.0,24.0,105.0,40.8,161.0
1,35,179.0,77.0,25.0,105.0,40.6,150.0
1,45,193.0,93.0,2.0,87.0,38.4,8.0
0,33,163.0,63.0,27.0,102.0,40.6,155.0
1,78,189.0,90.0,28.0,104.0,41.1,230.0
0,77,161.0,63.0,28.0,106.0,40.9,195.0
0,24,166.0,64.0,25.0,106.0,40.8,150.0
1,55,193.0,100.0,21.0,100.0,40.6,141.0
1,59,177.0,83.0,19.0,104.0,41.0,136.0
1,33,191.0,97.0,14.0,94.0,40.1,66.0
0,75,178.0,76.0,6.0,90.0,39.2,30.0
0,31,158.0,53.0,10.0,91.0,40.0,47.0
1,31,196.0,95.0,23.0,100.0,40.9,125.0
1,37,172.0,72.0,14.0,97.0,40.3,67.0
1,45,177.0,79.0,24.0,104.0,40.5,153.0
0,42,160.0,54.0,25.0,106.0,41.1,161.0
1,46,179.0,79.0,20.0,104.0,40.4,129.0
1,20,180.0,82.0,11.0,92.0,40.1,38.0
1,25,184.0,77.0,10.0,83.0,39.7,22.0
0,21,165.0,59.0,27.0,113.0,40.7,183.0
0,44,169.0,67.0,24.0,88.0,40.9,105.0
0,59,149.0,55.0,2.0,77.0,38.3,7.0
0,56,150.0,51.0,6.0,88.0,39.3,29.0
0,25,155.0,55.0,18.0,95.0,40.8,89.0
1,29,187.0,82.0,15.0,97.0,40.1,69.0
0,34,159.0,57.0,5.0,89.0,39.2,22.0
1,71,185.0,93.0,24.0,102.0,40.9,183.0
1,41,183.0,83.0,11.0,96.0,39.8,56.0
1,32,178.0,77.0,29.0,112.0,40.5,201.0
1,35,164.0,68.0,4.0,79.0,38.8,8.0
1,66,183.0,86.0,15.0,94.0,40.3,91.0
0,20,165.0,63.0,23.0,111.0,40.7,149.0
0,27,170.0,66.0,5.0,82.0,39.1,17.0
0,47,165.0,67.0,6.0,89.0,39.5,27.0
0,44,174.0,67.0,8.0,87.0,39.9,34.0
0,30,158.0,57.0,29.0,117.0,40.7,214.0
0,55,177.0,77.0,9.0,90.0,39.7,42.0
1,55,192.0,96.0,24.0,97.0,40.8,148.0
0,79,153.0,59.0,16.0,94.0,40.5,92.0
1,75,171.0,73.0,22.0,97.0,40.6,146.0
0,52,160.0,57.0,25.0,105.0,40.7,162.0
1,50,183.0,91.0,15.0,108.0,40.0,112.0
1,67,180.0,88.0,15.0,100.0,40.2,106.0
1,20,200.0,102.0,23.0,101.0,40.7,120.0
0,26,169.0,70.0,19.0,99.0,40.6,99.0
1,23,166.0,71.0,21.0,105.0,40.2,111.0
0,33,166.0,62.0,6.0,90.0,39.3,27.0
0,29,165.0,58.0,9.0,84.0,39.5,34.0
1,31,188.0,96.0,21.0,94.0,40.6,96.0
1,48,193.0,96.0,21.0,102.0,40.4,139.0
1,59,193.0,94.0,24.0,101.0,40.8,166.0
1,78,179.0,93.0,1.0,79.0,37.6,5.0
0,45,161.0,60.0,4.0,84.0,38.7,16.0
0,71,165.0,60.0,12.0,93.0,40.1,66.0
1,31,178.0,80.0,27.0,107.0,40.7,167.0
0,46,147.0,50.0,8.0,83.0,39.4,33.0
0,28,163.0,64.0,14.0,98.0,40.4,73.0
0,32,160.0,57.0,27.0,110.0,40.7,180.0
1,31,182.0,76.0,1.0,84.0,37.5,3.0
1,32,170.0,78.0,16.0,98.0,40.3,77.0
0,63,177.0,78.0,3.0,73.0,38.6,9.0
0,71,156.0,61.0,9.0,97.0,39.6,53.0
1,63,172.0,79.0,15.0,101.0,40.5,102.0
0,33,179.0,73.0,23.0,104.0,40.8,134.0
1,22,170.0,68.0,21.0,103.0,40.4,103.0
0,59,153.0,54.0,26.0,108.0,40.9,181.0
1,54,189.0,90.0,24.0,103.0,40.2,166.0
1,73,163.0,70.0,24.0,102.0,41.1,174.0
0,21,176.0,70.0,2.0,78.0,38.1,6.0
0,52,168.0,68.0,18.0,95.0,40.6,95.0
1,36,190.0,92.0,19.0,98.0,40.6,101.0
0,23,146.0,45.0,18.0,96.0,40.2,93.0
0,30,161.0,61.0,30.0,106.0,40.8,184.0
1,25,180.0,85.0,23.0,105.0,41.0,131.0
1,73,193.0,97.0,10.0,87.0,40.0,56.0
0,25,150.0,50.0,21.0,107.0,40.5,133.0
0,20,168.0,65.0,15.0,94.0,40.1,69.0
1,63,179.0,83.0,16.0,92.0,40.2,89.0
0,42,160.0,58.0,17.0,91.0,40.5,82.0
1,30,182.0,86.0,25.0,94.0,41.0,108.0
0,31,166.0,64.0,26.0,104.0,40.8,154.0
0,21,175.0,74.0,12.0,96.0,40.0,57.0
0,29,152.0,56.0,25.0,94.0,40.7,123.0
1,46,170.0,72.0,16.0,94.0,40.1,76.0
0,51,180.0,83.0,15.0,87.0,40.5,63.0
0,32,169.0,66.0,24.0,109.0,40.8,154.0
1,30,176.0,78.0,8.0,87.0,39.6,25.0
1,23,182.0,84.0,15.0,93.0,40.6,57.0
1,45,198.0,100.0,16.0,97.0,39.9,93.0
1,71,168.0,74.0,18.0,102.0,40.3,130.0
0,29,159.0,59.0,21.0,100.0,40.5,116.0
0,32,146.0,51.0,13.0,86.0,39.9,54.0
1,43,194.0,96.0,13.0,95.0,40.0,69.0
0,58,161.0,62.0,19.0,104.0,40.5,122.0
0,46,169.0,73.0,19.0,101.0,40.5,109.0
1,51,205.0,109.0,14.0,94.0,40.1,81.0
0,77,166.0,63.0,19.0,107.0,40.5,134.0
1,33,190.0,90.0,11.0,101.0,40.0,62.0
1,20,178.0,79.0,4.0,78.0,38.7,5.0
1,33,183.0,87.0,23.0,100.0,41.3,124.0
1,55,184.0,92.0,17.0,97.0,40.5,104.0
1,21,171.0,72.0,5.0,86.0,39.4,12.0
1,50,180.0,83.0,29.0,116.0,41.2,247.0
0,22,175.0,66.0,7.0,90.0,39.3,30.0
1,30,184.0,90.0,14.0,101.0,39.9,76.0
1,51,183.0,92.0,15.0,99.0,40.2,93.0
1,52,176.0,82.0,4.0,80.0,38.9,13.0
1,67,183.0,91.0,15.0,93.0,40.5,91.0
0,38,165.0,61.0,25.0,107.0,40.6,160.0
0,24,154.0,57.0,2.0,79.0,38.1,6.0
0,77,170.0,75.0,7.0,87.0,39.8,33.0
1,76,184.0,90.0,17.0,101.0,40.1,130.0
1,29,186.0,90.0,8.0,91.0,39.6,31.0
0,33,172.0,68.0,12.0,93.0,40.3,57.0
1,38,189.0,91.0,15.0,101.0,40.0,88.0
0,31,172.0,72.0,27.0,112.0,41.0,180.0
0,67,173.0,74.0,4.0,76.0,38.8,14.0
1,37,170.0,76.0,7.0,86.0,39.3,23.0
0,23,160.0,59.0,5.0,88.0,39.4,21.0
1,45,193.0,93.0,6.0,90.0,39.7,27.0
0,21,175.0,67.0,17.0,93.0,40.4,77.0
0,26,166.0,64.0,20.0,92.0,40.3,91.0
0,41,165.0,67.0,7.0,88.0,39.4,30.0
0,57,174.0,72.0,24.0,107.0,40.6,158.0
1,37,194.0,96.0,11.0,94.0,39.7,53.0
1,23,176.0,77.0,28.0,102.0,41.1,140.0
0,31,153.0,51.0,5.0,80.0,39.2,18.0
1,61,178.0,86.0,12.0,92.0,39.9,66.0
1,20,192.0,91.0,25.0,94.0,40.8,98.0
0,39,187.0,87.0,13.0,101.0,40.2,70.0
0,73,150.0,50.0,27.0,111.0,41.0,205.0
1,35,200.0,98.0,5.0,93.0,39.4,23.0
0,25,167.0,61.0,24.0,107.0,40.2,148.0
0,68,159.0,63.0,28.0,105.0,41.1,187.0
0,21,160.0,54.0,24.0,103.0,40.3,138.0
1,20,176.0,76.0,26.0,116.0,40.9,180.0
1,47,189.0,89.0,19.0,99.0,40.4,113.0
1,24,199.0,102.0,4.0,86.0,39.2,13.0
1,38,182.0,80.0,23.0,106.0,41.0,147.0
0,41,170.0,68.0,16.0,101.0,40.2,91.0
0,24,171.0,71.0,5.0,87.0,39.2,19.0
1,79,200.0,99.0,13.0,88.0,39.9,79.0
1,65,181.0,83.0,18.0,100.0,40.0,123.0
1,77,181.0,85.0,7.0,85.0,39.5,36.0
1,37,181.0,82.0,26.0,101.0,40.6,146.0
0,45,156.0,60.0,19.0,104.0,40.5,118.0
1,49,189.0,96.0,3.0,86.0,39.0,13.0
0,21,188.0,78.0,21.0,91.0,41.0,87.0
1,37,175.0,74.0,18.0,95.0,40.3,82.0
1,42,192.0,90.0,18.0,94.0,40.3,90.0
1,35,173.0,78.0,12.0,85.0,40.0,36.0
1,68,186.0,94.0,8.0,87.0,39.6,42.0
0,39,174.0,71.0,2.0,88.0,38.3,8.0
1,49,179.0,82.0,23.0,97.0,41.0,129.0
0,49,166.0,63.0,25.0,108.0,40.3,167.0
0,77,183.0,76.0,2.0,81.0,38.3,8.0
0,28,165.0,58.0,5.0,83.0,38.8,18.0
0,24,164.0,63.0,16.0,94.0,40.2,76.0
0,49,156.0,57.0,25.0,112.0,40.9,179.0
0,47,164.0,62.0,3.0,79.0,38.5,11.0
0,43,173.0,67.0,11.0,95.0,39.7,56.0
1,63,181.0,83.0,11.0,95.0,39.6,66.0
1,29,173.0,77.0,13.0,91.0,40.0,47.0
1,66,184.0,89.0,9.0,85.0,39.3,43.0
0,58,169.0,72.0,6.0,89.0,39.1,28.0
0,32,180.0,71.0,1.0,77.0,37.7,3.0
1,50,188.0,95.0,25.0,109.0,40.9,193.0
0,36,160.0,62.0,13.0,99.0,40.1,71.0
0,33,163.0,63.0,12.0,93.0,39.9,57.0
0,34,167.0,66.0,12.0,99.0,39.9,65.0
0,78,160.0,62.0,15.0,91.0,39.9,81.0
0,44,169.0,69.0,7.0,88.0,39.8,31.0
0,40,149.0,54.0,15.0,93.0,40.0,75.0
0,59,169.0,64.0,29.0,114.0,41.1,217.0
1,32,181.0,84.0,17.0,101.0,40.0,92.0
1,68,174.0,76.0,26.0,110.0,40.7,217.0
0,20,160.0,53.0,20.0,97.0,40.5,102.0
1,73,184.0,90.0,10.0,90.0,39.6,59.0
1,45,183.0,86.0,16.0,98.0,40.2,90.0
0,72,170.0,69.0,20.0,107.0,40.4,138.0
1,61,195.0,105.0,11.0,96.0,39.7,72.0
0,20,168.0,63.0,22.0,104.0,40.7,126.0
1,25,196.0,98.0,11.0,87.0,39.9,36.0
0,28,151.0,48.0,25.0,101.0,40.7,144.0
1,40,180.0,84.0,28.0,101.0,41.1,163.0
0,21,162.0,60.0,26.0,98.0,40.6,134.0
1,29,197.0,94.0,17.0,105.0,40.3,104.0
0,20,155.0,54.0,24.0,110.0,40.7,156.0
0,69,167.0,63.0,14.0,98.0,40.2,83.0
0,56,164.0,68.0,10.0,96.0,39.8,54.0
1,24,182.0,86.0,18.0,91.0,40.2,64.0
0,40,157.0,56.0,4.0,87.0,38.4,17.0
1,61,184.0,83.0,12.0,86.0,39.9,54.0
0,56,158.0,57.0,6.0,81.0,38.9,24.0
0,63,159.0,62.0,29.0,104.0,40.4,189.0
0,60,169.0,73.0,10.0,95.0,40.0,53.0
0,50,175.0,77.0,2.0,77.0,38.4,6.0
0,75,179.0,83.0,26.0,109.0,40.8,181.0
1,31,182.0,89.0,18.0,103.0,40.1,104.0
1,40,175.0,77.0,5.0,79.0,39.3,12.0
0,22,165.0,60.0,24.0,105.0,40.9,142.0
0,37,154.0,55.0,6.0,92.0,39.1,29.0
1,47,173.0,79.0,28.0,111.0,40.5,211.0
0,57,161.0,61.0,30.0,116.0,41.0,231.0
1,59,186.0,90.0,9.0,88.0,39.9,44.0
0,28,162.0,65.0,17.0,96.0,40.2,85.0
1,50,184.0,87.0,15.0,96.0,40.1,84.0
1,22,190.0,88.0,16.0,85.0,40.4,42.0
1,44,175.0,73.0,14.0,95.0,40.4,68.0
0,44,162.0,60.0,9.0,87.0,39.2,39.0
1,78,184.0,87.0,11.0,94.0,39.6,73.0
1,25,200.0,99.0,23.0,100.0,40.4,121.0
1,24,178.0,81.0,6.0,85.0,39.7,15.0
0,22,162.0,56.0,2.0,82.0,38.2,7.0
0,38,169.0,70.0,1.0,82.0,37.8,4.0
0,52,157.0,56.0,16.0,93.0,40.2,83.0
1,48,191.0,88.0,8.0,84.0,39.6,30.0
0,45,183.0,72.0,7.0,89.0,39.7,31.0
1,43,170.0,73.0,28.0,106.0,40.9,181.0
1,55,200.0,99.0,26.0,95.0,41.0,155.0
0,75,174.0,77.0,1.0,73.0,37.3,3.0
1,62,179.0,83.0,4.0,87.0,38.7,19.0
0,25,161.0,63.0,2.0,84.0,38.3,7.0
0,50,154.0,62.0,22.0,100.0,40.6,129.0
0,37,163.0,57.0,23.0,102.0,40.6,136.0
1,25,210.0,111.0,22.0,104.0,40.6,135.0
0,44,153.0,56.0,8.0,91.0,39.5,39.0
1,22,197.0,99.0,18.0,91.0,40.5,68.0
1,24,189.0,92.0,6.0,88.0,39.2,19.0
0,59,168.0,64.0,14.0,94.0,40.2,75.0
0,64,166.0,61.0,16.0,100.0,40.5,98.0
1,64,184.0,93.0,19.0,108.0,40.4,156.0
1,65,186.0,93.0,13.0,97.0,39.9,86.0
1,55,194.0,99.0,20.0,100.0,40.6,134.0
1,27,174.0,81.0,8.0,77.0,39.7,12.0
1,32,188.0,94.0,19.0,95.0,40.6,90.0
1,27,171.0,72.0,29.0,111.0,41.1,186.0
0,39,159.0,59.0,18.0,100.0,40.1,102.0
0,23,155.0,52.0,16.0,94.0,40.1,78.0
0,41,155.0,56.0,20.0,96.0,40.4,107.0
1,61,165.0,79.0,9.0,88.0,39.5,43.0
1,25,205.0,108.0,19.0,99.0,40.4,101.0
1,25,178.0,83.0,26.0,112.0,40.8,175.0
1,27,187.0,82.0,25.0,101.0,40.8,128.0
0,53,158.0,60.0,14.0,87.0,40.2,64.0
1,36,194.0,96.0,8.0,82.0,39.4,24.0
0,22,151.0,50.0,7.0,98.0,39.5,37.0
1,70,199.0,103.0,21.0,106.0,40.7,177.0
0,51,169.0,70.0,9.0,98.0,39.8,50.0
1,56,195.0,94.0,21.0,107.0,40.7,162.0
0,40,163.0,63.0,4.0,81.0,38.9,14.0
1,71,175.0,77.0,2.0,80.0,38.2,8.0
1,36,184.0,82.0,13.0,89.0,40.0,49.0
1,47,171.0,75.0,29.0,116.0,41.1,238.0
0,28,161.0,64.0,21.0,110.0,40.5,136.0
0,55,164.0,59.0,10.0,86.0,39.9,45.0
0,28,157.0,61.0,17.0,90.0,40.5,75.0
0,20,178.0,76.0,25.0,107.0,40.8,147.0
0,22,182.0,74.0,9.0,85.0,39.8,32.0
1,28,191.0,89.0,22.0,106.0,40.3,134.0
0,23,170.0,63.0,15.0,99.0,40.3,79.0
1,23,179.0,74.0,15.0,89.0,40.0,44.0
1,70,167.0,76.0,19.0,97.0,40.6,123.0
0,60,165.0,60.0,3.0,88.0,38.9,14.0
0,34,149.0,47.0,25.0,100.0,40.9,144.0
0,27,172.0,67.0,4.0,90.0,39.0,17.0
0,20,172.0,70.0,21.0,112.0,40.9,136.0
1,37,189.0,92.0,16.0,98.0,40.4,86.0
1,24,184.0,79.0,24.0,102.0,40.6,122.0
0,25,161.0,62.0,14.0,95.0,40.5,68.0
1,79,190.0,92.0,22.0,99.0,40.6,166.0
1,30,183.0,81.0,10.0,88.0,40.1,33.0
0,35,173.0,67.0,29.0,115.0,41.1,206.0
0,56,160.0,57.0,25.0,104.0,40.2,161.0
1,26,204.0,107.0,30.0,106.0,40.6,191.0
0,33,153.0,54.0,12.0,93.0,39.8,59.0
1,58,207.0,105.0,8.0,91.0,39.5,45.0
0,28,167.0,66.0,12.0,96.0,40.5,60.0
0,30,166.0,58.0,28.0,111.0,41.0,188.0
0,24,162.0,62.0,15.0,89.0,40.1,63.0
0,52,152.0,51.0,15.0,97.0,40.1,86.0
0,57,172.0,73.0,5.0,86.0,39.5,22.0
1,68,203.0,102.0,21.0,111.0,40.9,190.0
1,39,191.0,90.0,14.0,88.0,40.2,55.0
1,50,185.0,88.0,11.0,85.0,40.1,44.0
0,50,168.0,67.0,5.0,81.0,39.2,19.0
0,33,143.0,46.0,6.0,84.0,39.1,24.0
0,63,167.0,66.0,25.0,101.0,40.8,153.0
0,58,170.0,72.0,11.0,97.0,40.1,61.0
1,59,171.0,83.0,27.0,102.0,41.0,185.0
0,20,166.0,66.0,9.0,96.0,39.5,43.0
0,70,166.0,65.0,27.0,109.0,40.4,192.0
1,71,198.0,102.0,22.0,104.0,40.6,179.0
0,37,153.0,56.0,18.0,104.0,40.5,110.0
0,33,177.0,74.0,4.0,83.0,39.0,14.0
1,28,191.0,91.0,30.0,111.0,41.0,207.0
1,25,184.0,88.0,19.0,96.0,40.5,84.0
0,69,169.0,72.0,20.0,104.0,40.4,129.0
1,23,191.0,82.0,4.0,76.0,38.9,5.0
1,60,179.0,82.0,5.0,95.0,39.1,29.0
1,55,181.0,78.0,23.0,108.0,41.0,171.0
0,29,178.0,76.0,17.0,99.0,40.1,88.0
0,30,163.0,58.0,19.0,92.0,40.3,89.0
1,50,169.0,74.0,30.0,113.0,40.8,236.0
1,36,181.0,84.0,17.0,93.0,40.6,75.0
1,35,183.0,86.0,17.0,95.0,40.3,80.0
1,38,201.0,101.0,8.0,87.0,39.7,32.0
0,40,179.0,75.0,26.0,101.0,41.2,146.0
0,50,161.0,58.0,4.0,85.0,39.2,17.0
1,26,176.0,78.0,25.0,107.0,40.3,148.0
1,23,172.0,75.0,22.0,99.0,40.7,99.0
0,78,159.0,53.0,18.0,104.0,40.1,124.0
1,69,180.0,86.0,28.0,112.0,40.9,249.0
1,25,181.0,81.0,2.0,89.0,37.6,6.0
0,69,172.0,70.0,6.0,85.0,39.2,27.0
1,33,174.0,77.0,2.0,83.0,38.3,5.0
1,26,198.0,102.0,14.0,93.0,40.3,60.0
0,55,161.0,64.0,29.0,104.0,40.3,184.0
1,58,194.0,95.0,23.0,106.0,40.5,176.0
1,36,180.0,85.0,23.0,109.0,40.6,157.0
0,26,181.0,73.0,1.0,75.0,37.8,3.0
0,20,151.0,54.0,28.0,109.0,41.1,179.0
0,63,165.0,64.0,13.0,90.0,39.9,65.0
0,73,176.0,70.0,18.0,97.0,40.2,105.0
0,21,169.0,61.0,22.0,103.0,40.6,125.0
1,46,172.0,71.0,20.0,99.0,40.4,110.0
1,46,176.0,75.0,16.0,91.0,40.5,70.0
0,24,177.0,76.0,19.0,96.0,40.5,91.0
1,35,181.0,82.0,23.0,105.0,40.5,141.0
1,24,172.0,72.0,5.0,87.0,39.1,13.0
0,20,166.0,58.0,14.0,90.0,40.2,60.0
1,61,186.0,89.0,27.0,101.0,40.8,187.0
1,30,168.0,70.0,4.0,78.0,38.8,6.0
1,22,182.0,82.0,27.0,106.0,40.4,152.0
0,59,153.0,55.0,2.0,85.0,38.0,9.0
0,26,180.0,73.0,14.0,99.0,40.0,72.0
0,54,158.0,60.0,14.0,95.0,40.1,76.0
0,30,169.0,69.0,6.0,89.0,39.4,25.0
1,43,181.0,80.0,10.0,97.0,39.6,53.0
0,40,172.0,70.0,11.0,94.0,39.7,54.0
1,56,182.0,87.0,22.0,101.0,40.4,146.0
